seed,case_id,scenario,scenario_code,method,method_code,true_candidate_id,predicted_candidate_id,true_score,top_score,true_rank,reciprocal_rank,unique_top1,top_tie_count,compared_field_count,true_field_scores,true_excluded_fields
42,case_7e99ca5cfebf71d04015,reference_variation,P3,normalized_exact,M0,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.400000000000,0.400000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_7e99ca5cfebf71d04015,reference_variation,P3,tolerant_deterministic,M1,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.600000000000,0.600000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_7e99ca5cfebf71d04015,reference_variation,P3,jaro_winkler_text,M2,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.916402737048,0.916402737048,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""description"": 0.6709025741283806, ""entity"": 0.9444444444444444, ""reference"": 1.0}",[]
42,case_7e99ca5cfebf71d04015,reference_variation,P3,character_trigram_text,M3,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.760382975766,0.760382975766,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""description"": 0.05078367161190256, ""entity"": 0.7844645405527363, ""reference"": 1.0}",[]
42,case_7e99ca5cfebf71d04015,reference_variation,P3,field_aware,M4,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.792378956545,0.792378956545,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""description"": 0.05078367161190256, ""entity"": 0.9444444444444444, ""reference"": 1.0}",[]
42,case_7e99ca5cfebf71d04015,reference_variation,P3,field_aware_without_description,M4-D,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.977777777778,0.977777777778,1.000000,1.000000000000,1,1,4,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""entity"": 0.9444444444444444, ""reference"": 1.0}","[""description""]"
42,case_943446b6c828d5c2dc65,entity_variation,P4,normalized_exact,M0,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.400000000000,0.400000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_943446b6c828d5c2dc65,entity_variation,P4,tolerant_deterministic,M1,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.600000000000,0.600000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_943446b6c828d5c2dc65,entity_variation,P4,jaro_winkler_text,M2,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.916402737048,0.916402737048,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""description"": 0.6709025741283806, ""entity"": 0.9444444444444444, ""reference"": 1.0}",[]
42,case_943446b6c828d5c2dc65,entity_variation,P4,character_trigram_text,M3,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.760382975766,0.760382975766,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""description"": 0.05078367161190256, ""entity"": 0.7844645405527363, ""reference"": 1.0}",[]
42,case_943446b6c828d5c2dc65,entity_variation,P4,field_aware,M4,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.792378956545,0.792378956545,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""description"": 0.05078367161190256, ""entity"": 0.9444444444444444, ""reference"": 1.0}",[]
42,case_943446b6c828d5c2dc65,entity_variation,P4,field_aware_without_description,M4-D,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.977777777778,0.977777777778,1.000000,1.000000000000,1,1,4,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""entity"": 0.9444444444444444, ""reference"": 1.0}","[""description""]"
42,case_4b53e166c36df5565f91,description_variation,P5,normalized_exact,M0,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.400000000000,0.400000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_4b53e166c36df5565f91,description_variation,P5,tolerant_deterministic,M1,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.600000000000,0.600000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_4b53e166c36df5565f91,description_variation,P5,jaro_winkler_text,M2,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.893535353535,0.893535353535,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""description"": 0.5565656565656565, ""entity"": 0.9444444444444444, ""reference"": 1.0}",[]
42,case_4b53e166c36df5565f91,description_variation,P5,character_trigram_text,M3,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.750226241444,0.750226241444,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""description"": 0.0, ""entity"": 0.7844645405527363, ""reference"": 1.0}",[]
42,case_4b53e166c36df5565f91,description_variation,P5,field_aware,M4,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.782222222222,0.782222222222,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""description"": 0.0, ""entity"": 0.9444444444444444, ""reference"": 1.0}",[]
42,case_4b53e166c36df5565f91,description_variation,P5,field_aware_without_description,M4-D,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.977777777778,0.977777777778,1.000000,1.000000000000,1,1,4,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""entity"": 0.9444444444444444, ""reference"": 1.0}","[""description""]"
42,case_4cec2d4fb05cf1d787fb,missing_information,P6,normalized_exact,M0,cand_6169af8815cf1f29e200,,0.250000000000,0.250000000000,2.500000,0.400000000000,0,4,4,"{""amount"": 1.0, ""date"": 0.0, ""description"": 0.0, ""entity"": 0.0}","[""reference""]"
42,case_4cec2d4fb05cf1d787fb,missing_information,P6,tolerant_deterministic,M1,cand_6169af8815cf1f29e200,,0.500000000000,0.500000000000,2.000000,0.500000000000,0,3,4,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.0, ""entity"": 0.0}","[""reference""]"
42,case_4cec2d4fb05cf1d787fb,missing_information,P6,jaro_winkler_text,M2,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.895503421310,0.895503421310,1.000000,1.000000000000,1,1,4,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""description"": 0.6709025741283806, ""entity"": 0.9444444444444444}","[""reference""]"
42,case_4cec2d4fb05cf1d787fb,missing_information,P6,character_trigram_text,M3,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.700478719708,0.700478719708,1.000000,1.000000000000,1,1,4,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""description"": 0.05078367161190256, ""entity"": 0.7844645405527363}","[""reference""]"
42,case_4cec2d4fb05cf1d787fb,missing_information,P6,field_aware,M4,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.740473695681,0.740473695681,1.000000,1.000000000000,1,1,4,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""description"": 0.05078367161190256, ""entity"": 0.9444444444444444}","[""reference""]"
42,case_4cec2d4fb05cf1d787fb,missing_information,P6,field_aware_without_description,M4-D,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.970370370370,0.970370370370,1.000000,1.000000000000,1,1,3,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""entity"": 0.9444444444444444}","[""reference"", ""description""]"
42,case_7d5c257f65d430fadaa2,combined_variation,P7,normalized_exact,M0,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.400000000000,0.400000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_7d5c257f65d430fadaa2,combined_variation,P7,tolerant_deterministic,M1,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.600000000000,0.600000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_7d5c257f65d430fadaa2,combined_variation,P7,jaro_winkler_text,M2,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.916845376845,0.916845376845,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""description"": 0.673115773115773, ""entity"": 0.9444444444444444, ""reference"": 1.0}",[]
42,case_7d5c257f65d430fadaa2,combined_variation,P7,character_trigram_text,M3,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.789925663722,0.789925663722,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""description"": 0.19849711139180454, ""entity"": 0.7844645405527363, ""reference"": 1.0}",[]
42,case_7d5c257f65d430fadaa2,combined_variation,P7,field_aware,M4,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.821921644501,0.821921644501,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""description"": 0.19849711139180454, ""entity"": 0.9444444444444444, ""reference"": 1.0}",[]
42,case_7d5c257f65d430fadaa2,combined_variation,P7,field_aware_without_description,M4-D,cand_6169af8815cf1f29e200,cand_6169af8815cf1f29e200,0.977777777778,0.977777777778,1.000000,1.000000000000,1,1,4,"{""amount"": 1.0, ""date"": 0.9666666666666667, ""entity"": 0.9444444444444444, ""reference"": 1.0}","[""description""]"
42,case_a8c2f0638329ee3b27ec,natural_variation,P0,normalized_exact,M0,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.600000000000,0.600000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_a8c2f0638329ee3b27ec,natural_variation,P0,tolerant_deterministic,M1,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.600000000000,0.600000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_a8c2f0638329ee3b27ec,natural_variation,P0,jaro_winkler_text,M2,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.928040326995,0.928040326995,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.6735349683069373, ""entity"": 0.9666666666666667, ""reference"": 1.0}",[]
42,case_a8c2f0638329ee3b27ec,natural_variation,P0,character_trigram_text,M3,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.777072946906,0.777072946906,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.033351867298253506, ""entity"": 0.8520128672302585, ""reference"": 1.0}",[]
42,case_a8c2f0638329ee3b27ec,natural_variation,P0,field_aware,M4,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.800003706793,0.800003706793,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.033351867298253506, ""entity"": 0.9666666666666667, ""reference"": 1.0}",[]
42,case_a8c2f0638329ee3b27ec,natural_variation,P0,field_aware_without_description,M4-D,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.991666666667,0.991666666667,1.000000,1.000000000000,1,1,4,"{""amount"": 1.0, ""date"": 1.0, ""entity"": 0.9666666666666667, ""reference"": 1.0}","[""description""]"
42,case_0e2c7c6e6384b01cab5c,amount_variation,P1,normalized_exact,M0,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.400000000000,0.400000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 0.0, ""date"": 1.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_0e2c7c6e6384b01cab5c,amount_variation,P1,tolerant_deterministic,M1,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.600000000000,0.600000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_0e2c7c6e6384b01cab5c,amount_variation,P1,jaro_winkler_text,M2,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.925508745516,0.925508745516,1.000000,1.000000000000,1,1,5,"{""amount"": 0.9873420926052505, ""date"": 1.0, ""description"": 0.6735349683069373, ""entity"": 0.9666666666666667, ""reference"": 1.0}",[]
42,case_0e2c7c6e6384b01cab5c,amount_variation,P1,character_trigram_text,M3,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.774541365427,0.774541365427,1.000000,1.000000000000,1,1,5,"{""amount"": 0.9873420926052505, ""date"": 1.0, ""description"": 0.033351867298253506, ""entity"": 0.8520128672302585, ""reference"": 1.0}",[]
42,case_0e2c7c6e6384b01cab5c,amount_variation,P1,field_aware,M4,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.797472125314,0.797472125314,1.000000,1.000000000000,1,1,5,"{""amount"": 0.9873420926052505, ""date"": 1.0, ""description"": 0.033351867298253506, ""entity"": 0.9666666666666667, ""reference"": 1.0}",[]
42,case_0e2c7c6e6384b01cab5c,amount_variation,P1,field_aware_without_description,M4-D,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.988502189818,0.988502189818,1.000000,1.000000000000,1,1,4,"{""amount"": 0.9873420926052505, ""date"": 1.0, ""entity"": 0.9666666666666667, ""reference"": 1.0}","[""description""]"
42,case_b6989254d6fa2e3d60a3,date_variation,P2,normalized_exact,M0,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.400000000000,0.400000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_b6989254d6fa2e3d60a3,date_variation,P2,tolerant_deterministic,M1,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.400000000000,0.400000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_b6989254d6fa2e3d60a3,date_variation,P2,jaro_winkler_text,M2,cand_6de267b917ed09a03935,cand_decf35d396b3ef7e064d,0.728040326995,0.763278422233,2.000000,0.500000000000,0,1,5,"{""amount"": 1.0, ""date"": 0.0, ""description"": 0.6735349683069373, ""entity"": 0.9666666666666667, ""reference"": 1.0}",[]
42,case_b6989254d6fa2e3d60a3,date_variation,P2,character_trigram_text,M3,cand_6de267b917ed09a03935,cand_decf35d396b3ef7e064d,0.577072946906,0.580882470715,2.000000,0.500000000000,0,1,5,"{""amount"": 1.0, ""date"": 0.0, ""description"": 0.033351867298253506, ""entity"": 0.8520128672302585, ""reference"": 1.0}",[]
42,case_b6989254d6fa2e3d60a3,date_variation,P2,field_aware,M4,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.600003706793,0.600003706793,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 0.0, ""description"": 0.033351867298253506, ""entity"": 0.9666666666666667, ""reference"": 1.0}",[]
42,case_b6989254d6fa2e3d60a3,date_variation,P2,field_aware_without_description,M4-D,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.741666666667,0.741666666667,1.000000,1.000000000000,1,1,4,"{""amount"": 1.0, ""date"": 0.0, ""entity"": 0.9666666666666667, ""reference"": 1.0}","[""description""]"
42,case_767b60d372dffa438775,reference_variation,P3,normalized_exact,M0,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.600000000000,0.600000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_767b60d372dffa438775,reference_variation,P3,tolerant_deterministic,M1,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.600000000000,0.600000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_767b60d372dffa438775,reference_variation,P3,jaro_winkler_text,M2,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.928040326995,0.928040326995,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.6735349683069373, ""entity"": 0.9666666666666667, ""reference"": 1.0}",[]
42,case_767b60d372dffa438775,reference_variation,P3,character_trigram_text,M3,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.777072946906,0.777072946906,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.033351867298253506, ""entity"": 0.8520128672302585, ""reference"": 1.0}",[]
42,case_767b60d372dffa438775,reference_variation,P3,field_aware,M4,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.800003706793,0.800003706793,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.033351867298253506, ""entity"": 0.9666666666666667, ""reference"": 1.0}",[]
42,case_767b60d372dffa438775,reference_variation,P3,field_aware_without_description,M4-D,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.991666666667,0.991666666667,1.000000,1.000000000000,1,1,4,"{""amount"": 1.0, ""date"": 1.0, ""entity"": 0.9666666666666667, ""reference"": 1.0}","[""description""]"
42,case_e1f662a33409b09e1594,entity_variation,P4,normalized_exact,M0,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.600000000000,0.600000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_e1f662a33409b09e1594,entity_variation,P4,tolerant_deterministic,M1,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.600000000000,0.600000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_e1f662a33409b09e1594,entity_variation,P4,jaro_winkler_text,M2,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.914706993661,0.914706993661,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.6735349683069373, ""entity"": 0.9, ""reference"": 1.0}",[]
42,case_e1f662a33409b09e1594,entity_variation,P4,character_trigram_text,M3,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.732378245671,0.732378245671,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.033351867298253506, ""entity"": 0.6285393610547089, ""reference"": 1.0}",[]
42,case_e1f662a33409b09e1594,entity_variation,P4,field_aware,M4,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.786670373460,0.786670373460,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.033351867298253506, ""entity"": 0.9, ""reference"": 1.0}",[]
42,case_e1f662a33409b09e1594,entity_variation,P4,field_aware_without_description,M4-D,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.975000000000,0.975000000000,1.000000,1.000000000000,1,1,4,"{""amount"": 1.0, ""date"": 1.0, ""entity"": 0.9, ""reference"": 1.0}","[""description""]"
42,case_4dd9f1294c468a611b81,description_variation,P5,normalized_exact,M0,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.600000000000,0.600000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_4dd9f1294c468a611b81,description_variation,P5,tolerant_deterministic,M1,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.600000000000,0.600000000000,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.0, ""entity"": 0.0, ""reference"": 1.0}",[]
42,case_4dd9f1294c468a611b81,description_variation,P5,jaro_winkler_text,M2,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.922575259989,0.922575259989,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.6462096332785988, ""entity"": 0.9666666666666667, ""reference"": 1.0}",[]
42,case_4dd9f1294c468a611b81,description_variation,P5,character_trigram_text,M3,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.778506982431,0.778506982431,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.040522044923655395, ""entity"": 0.8520128672302585, ""reference"": 1.0}",[]
42,case_4dd9f1294c468a611b81,description_variation,P5,field_aware,M4,cand_6de267b917ed09a03935,cand_6de267b917ed09a03935,0.801437742318,0.801437742318,1.000000,1.000000000000,1,1,5,"{""amount"": 1.0, ""date"": 1.0, ""description"": 0.040522044923655395, ""entity"": 0.9666666666666667, ""reference"": 1.0}",[]
